          Date Of Operation:,01/01/2010 to 04/03/2021,,,,,,,,,,,,,,,,,,,,,,,,,
Date Mode:,ERP Transaction Date,,,,,,,,,,,,,,,,,,,,,,,,,
Branch:,1/1/2010,,,,,,,,,,,,,,,,,,,,,,,,,
Department:,All,,,,,,,,,,,,,,,,,,,,,,,,,
Sr.,Date,Academic Year,Session,Alloted Category,Voucher Type,Voucher No.,Roll No.,Admno/UniqueId,Status,Fee Category,Faculty,Program,Department,Batch,Receipt No.,Fee Head,Due Amount,Paid Amount,Concession Amount,Scholarship Amount,Reverse Concession Amount,Write Off Amount,Adjusted Amount,Refund Amount,Fund Transfer Amount,Remarks
1938,13-07-2011,2011-2012,2011-2012,AIE,RCPT,885089,11COMMBA101144,11COMMBA101144,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,1316,TUITION FEE,0,118000,0,0,0,0,0,0,0,
1939,13-07-2011,2011-2012,2011-2012,AIE,RCPT,885089,11COMMBA101144,11COMMBA101144,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,1316,Security Fee,0,10000,0,0,0,0,0,0,0,
1940,13-07-2011,2011-2012,2011-2012,AIE,RCPT,885093,11COMMBA101143,11COMMBA101143,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,1314,TUITION FEE,0,128000,0,0,0,0,0,0,0,
1941,13-07-2011,2011-2012,2011-2012,AIE,RCPT,885093,11COMMBA101143,11COMMBA101143,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,1314,Security Fee,0,10000,0,0,0,0,0,0,0,
1942,13-07-2011,2011-2012,2011-2012,AIE,RCPT,895064,11CETBT101201,11CETBT101201,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,2882,TUITION FEE,0,118000,0,0,0,0,0,0,0,
1943,13-07-2011,2011-2012,2011-2012,AIE,RCPT,895064,11CETBT101201,11CETBT101201,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,2882,Security Fee,0,10000,0,0,0,0,0,0,0,
1944,13-07-2011,2011-2012,2011-2012,AIE,RCPT,895051,11CETBT101202,11CETBT101202,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,1318,TUITION FEE,0,118000,0,0,0,0,0,0,0,
1945,13-07-2011,2011-2012,2011-2012,AIE,RCPT,895051,11CETBT101202,11CETBT101202,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,1318,Security Fee,0,10000,0,0,0,0,0,0,0,
1946,13-07-2011,2011-2012,2011-2012,AIE,RCPT,886611,11CETMT105007,11CETMT105007,No Information,General,School of Electrical Electronics & Communication Engineering,M.Tech Communication Engineering,School of Electrical  Electronics,M.Tech Communication Engineering 2011-2012 I Sem II,1315,TUITION FEE,0,74000,0,0,0,0,0,0,0,
1947,13-07-2011,2011-2012,2011-2012,AIE,RCPT,886611,11CETMT105007,11CETMT105007,No Information,General,School of Electrical Electronics & Communication Engineering,M.Tech Communication Engineering,School of Electrical  Electronics,M.Tech Communication Engineering 2011-2012 I Sem II,1315,Security Fee,0,10000,0,0,0,0,0,0,0,
1948,13-07-2011,2011-2012,2011-2012,AIE,RCPT,895037,11CETBT101203,11CETBT101203,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,1320,TUITION FEE,0,128000,0,0,0,0,0,0,0,
1949,13-07-2011,2011-2012,2011-2012,AIE,RCPT,895037,11CETBT101203,11CETBT101203,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,1320,Security Fee,0,10000,0,0,0,0,0,0,0,
1950,13-07-2011,2011-2012,2011-2012,AIE,RCPT,895050,11CETBT101202,11CETBT101202,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,1319,TUITION FEE,0,10000,0,0,0,0,0,0,0,
1951,13-07-2011,2011-2012,2011-2012,AIE,RCPT,885101,11COMMBA101141,11COMMBA101141,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,1305,TUITION FEE,0,128000,0,0,0,0,0,0,0,
1952,13-07-2011,2011-2012,2011-2012,AIE,RCPT,885101,11COMMBA101141,11COMMBA101141,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,1305,Security Fee,0,10000,0,0,0,0,0,0,0,
1953,13-07-2011,2011-2012,2011-2012,AIE,RCPT,885106,11COMMBA101140,11COMMBA101140,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,1295,TUITION FEE,0,9000,0,0,0,0,0,0,0,
1954,13-07-2011,2011-2012,2011-2012,AIE,RCPT,892295,11CETBT102139,11CETBT102139,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,1291,Security Fee,0,10000,0,0,0,0,0,0,0,
1955,13-07-2011,2011-2012,2011-2012,AIE,RCPT,892294,11CETBT102139,11CETBT102139,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,1292,TUITION FEE,0,128000,0,0,0,0,0,0,0,
1956,13-07-2011,2011-2012,2011-2012,AIE,RCPT,892286,11CETBT102140,11CETBT102140,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,1298,TUITION FEE,0,128000,0,0,0,0,0,0,0,
1957,13-07-2011,2011-2012,2011-2012,AIE,RCPT,892286,11CETBT102140,11CETBT102140,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,1298,Security Fee,0,10000,0,0,0,0,0,0,0,
1958,13-07-2011,2011-2012,2011-2012,AIE,RCPT,892278,11CETBT102141,11CETBT102141,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,1308,TUITION FEE,0,128000,0,0,0,0,0,0,0,
1959,13-07-2011,2011-2012,2011-2012,AIE,RCPT,892278,11CETBT102141,11CETBT102141,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,1308,Security Fee,0,10000,0,0,0,0,0,0,0,
1960,13-07-2011,2011-2012,2011-2012,AIE,RCPT,895909,11CETBT101106,11CETBT101106,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,2867,Ajustable_Excess_Amount,0,6000,0,0,0,0,0,0,0,
1961,13-07-2011,2011-2012,2011-2012,AIE,RCPT,889953,11CETBT104008,11CETBT104008,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electrical & Electronics Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electrical & Electronics Engineering 2011-2012 IV Sem VIII,3126,Ajustable_Excess_Amount,0,6000,0,0,0,0,0,0,0,
1962,13-07-2011,2011-2012,2011-2012,AIE,RCPT,885107,11COMMBA101140,11COMMBA101140,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,1294,TUITION FEE,0,119000,0,0,0,0,0,0,0,
1963,13-07-2011,2011-2012,2011-2012,AIE,RCPT,885107,11COMMBA101140,11COMMBA101140,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,1294,Security Fee,0,10000,0,0,0,0,0,0,0,
1964,13-07-2011,2011-2012,2011-2012,AIE,RCPT,885175,11COMMBA101126,11COMMBA101126,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,1287,TUITION FEE,0,113000,0,0,0,0,0,0,0,
1965,13-07-2011,2011-2012,2011-2012,AIE,RCPT,885176,11COMMBA101126,11COMMBA101126,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,1286,TUITION FEE,0,15000,0,0,0,0,0,0,0,
1966,13-07-2011,2011-2012,2011-2012,AIE,RCPT,885176,11COMMBA101126,11COMMBA101126,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,1286,Security Fee,0,10000,0,0,0,0,0,0,0,
1967,13-07-2011,2011-2012,2011-2012,AIE,RCPT,886647,11CETMT104002,11CETMT104002,Alumni,General,School of Electrical Electronics & Communication Engineering,M.Tech Power Electronics & Drives,School of Electrical  Electronics,M.Tech Power Electronics & Drives 2011-2012 II Sem IV,1313,TUITION FEE,0,74000,0,0,0,0,0,0,0,
1968,13-07-2011,2011-2012,2011-2012,AIE,RCPT,886647,11CETMT104002,11CETMT104002,Alumni,General,School of Electrical Electronics & Communication Engineering,M.Tech Power Electronics & Drives,School of Electrical  Electronics,M.Tech Power Electronics & Drives 2011-2012 II Sem IV,1313,Security Fee,0,10000,0,0,0,0,0,0,0,
1969,13-07-2011,2011-2012,2011-2012,AIE,RCPT,895078,11CETBT101200,11CETBT101200,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,1290,TUITION FEE,0,128000,0,0,0,0,0,0,0,
1970,13-07-2011,2011-2012,2011-2012,AIE,RCPT,895078,11CETBT101200,11CETBT101200,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,1290,Security Fee,0,10000,0,0,0,0,0,0,0,
1971,13-07-2011,2011-2012,2011-2012,AIE,RCPT,892723,11CETBT102092,11CETBT102092,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,2946,Ajustable_Excess_Amount,0,6000,0,0,0,0,0,0,0,
1972,13-07-2011,2011-2012,2011-2012,AIE,RCPT,890823,11CETBT103031,11CETBT103031,Alumni,General,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering 2011-2012 IV Sem VIII,1288,TUITION FEE,0,128000,0,0,0,0,0,0,0,
1973,13-07-2011,2011-2012,2011-2012,AIE,RCPT,890823,11CETBT103031,11CETBT103031,Alumni,General,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering 2011-2012 IV Sem VIII,1288,Security Fee,0,10000,0,0,0,0,0,0,0,
1974,13-07-2011,2011-2012,2011-2012,AIE,RCPT,888314,11CETBT105158,11CETBT105158,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,1300,TUITION FEE,0,128000,0,0,0,0,0,0,0,
1975,13-07-2011,2011-2012,2011-2012,AIE,RCPT,888314,11CETBT105158,11CETBT105158,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,1300,Security Fee,0,10000,0,0,0,0,0,0,0,
1976,13-07-2011,2011-2012,2011-2012,AIE,RCPT,888299,11CETBT105160,11CETBT105160,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,1307,TUITION FEE,0,128000,0,0,0,0,0,0,0,
1977,13-07-2011,2011-2012,2011-2012,AIE,RCPT,888299,11CETBT105160,11CETBT105160,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,1307,Security Fee,0,10000,0,0,0,0,0,0,0,
1978,13-07-2011,2011-2012,2011-2012,AIE,RCPT,890814,11CETBT103032,11CETBT103032,Alumni,General,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering 2011-2012 IV Sem VIII,1301,TUITION FEE,0,128000,0,0,0,0,0,0,0,
1979,13-07-2011,2011-2012,2011-2012,AIE,RCPT,890814,11CETBT103032,11CETBT103032,Alumni,General,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering 2011-2012 IV Sem VIII,1301,Security Fee,0,10000,0,0,0,0,0,0,0,
1980,13-07-2011,2011-2012,2011-2012,AIE,RCPT,888307,11CETBT105159,11CETBT105159,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,1302,TUITION FEE,0,128000,0,0,0,0,0,0,0,
1981,13-07-2011,2011-2012,2011-2012,AIE,RCPT,888307,11CETBT105159,11CETBT105159,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,1302,Security Fee,0,10000,0,0,0,0,0,0,0,
1982,14-07-2011,2011-2012,2011-2012,AIE,RCPT,890801,11CETBT103034,11CETBT103034,Alumni,General,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering 2011-2012 IV Sem VIII,2972,TUITION FEE,0,128000,0,0,0,0,0,0,0,
1983,14-07-2011,2011-2012,2011-2012,AIE,RCPT,890801,11CETBT103034,11CETBT103034,Alumni,General,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering 2011-2012 IV Sem VIII,2972,Ajustable_Excess_Amount,0,6000,0,0,0,0,0,0,0,
1984,14-07-2011,2011-2012,2011-2012,AIE,RCPT,890801,11CETBT103034,11CETBT103034,Alumni,General,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering 2011-2012 IV Sem VIII,2972,Security Fee,0,10000,0,0,0,0,0,0,0,
1985,14-07-2011,2011-2012,2011-2012,AIE,RCPT,885078,11COMMBA101147,11COMMBA101147,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,1347,TUITION FEE,0,128000,0,0,0,0,0,0,0,
1986,14-07-2011,2011-2012,2011-2012,AIE,RCPT,885078,11COMMBA101147,11COMMBA101147,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,1347,Security Fee,0,10000,0,0,0,0,0,0,0,
1987,14-07-2011,2011-2012,2011-2012,AIE,RCPT,885069,11COMMBA101149,11COMMBA101149,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,1368,TUITION FEE,0,128000,0,0,0,0,0,0,0,
1988,14-07-2011,2011-2012,2011-2012,AIE,RCPT,885069,11COMMBA101149,11COMMBA101149,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,1368,Security Fee,0,10000,0,0,0,0,0,0,0,
1989,14-07-2011,2011-2012,2011-2012,AIE,RCPT,885061,11COMMBA101150,11COMMBA101150,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,1372,TUITION FEE,0,128000,0,0,0,0,0,0,0,
1990,14-07-2011,2011-2012,2011-2012,AIE,RCPT,885061,11COMMBA101150,11COMMBA101150,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,1372,Security Fee,0,10000,0,0,0,0,0,0,0,
1991,14-07-2011,2011-2012,2011-2012,AIE,RCPT,886730,11CETMT101010,11CETMT101010,Alumni,General,School of Computing Science & Engineering,M.Tech Computer Science Engineering,School of Computing Science,M.Tech Computer Science Engineering 2011-2012 II Sem IV,1340,TUITION FEE,0,74000,0,0,0,0,0,0,0,
1992,14-07-2011,2011-2012,2011-2012,AIE,RCPT,886730,11CETMT101010,11CETMT101010,Alumni,General,School of Computing Science & Engineering,M.Tech Computer Science Engineering,School of Computing Science,M.Tech Computer Science Engineering 2011-2012 II Sem IV,1340,Security Fee,0,10000,0,0,0,0,0,0,0,
1993,14-07-2011,2011-2012,2011-2012,AIE,RCPT,885079,11COMMBA101146,11COMMBA101146,No Information,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 I Sem II,1344,TUITION FEE,0,128000,0,0,0,0,0,0,0,
1994,14-07-2011,2011-2012,2011-2012,AIE,RCPT,885079,11COMMBA101146,11COMMBA101146,No Information,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 I Sem II,1344,Security Fee,0,10000,0,0,0,0,0,0,0,
1995,14-07-2011,2011-2012,2011-2012,AIE,RCPT,885080,11COMMBA101146,11COMMBA101146,No Information,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 I Sem II,1346,Ajustable_Excess_Amount,0,1100,0,0,0,0,0,0,0,
1996,14-07-2011,2011-2012,2011-2012,AIE,RCPT,888252,11CETBT105166,11CETBT105166,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,1357,TUITION FEE,0,39000,0,0,0,0,0,0,0,
1997,14-07-2011,2011-2012,2011-2012,AIE,RCPT,888252,11CETBT105166,11CETBT105166,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,1357,Security Fee,0,10000,0,0,0,0,0,0,0,
1998,14-07-2011,2011-2012,2011-2012,AIE,RCPT,892760,11CETBT102089,11CETBT102089,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,2942,Ajustable_Excess_Amount,0,6000,0,0,0,0,0,0,0,
1999,14-07-2011,2011-2012,2011-2012,AIE,RCPT,888251,11CETBT105166,11CETBT105166,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,1358,TUITION FEE,0,49000,0,0,0,0,0,0,0,
2000,14-07-2011,2011-2012,2011-2012,AIE,RCPT,885083,11COMMBA101145,11COMMBA101145,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,1324,TUITION FEE,0,128000,0,0,0,0,0,0,0,
2001,14-07-2011,2011-2012,2011-2012,AIE,RCPT,885083,11COMMBA101145,11COMMBA101145,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,1324,Security Fee,0,10000,0,0,0,0,0,0,0,
2002,14-07-2011,2011-2012,2011-2012,AIE,RCPT,897572,11CCICMCA102093,11CCICMCA102093,Alumni,General,School of Computing Science & Engineering,MCA,School of Computing Science,MCA 2011-2012 III Sem VI,1367,TUITION FEE,0,92000,0,0,0,0,0,0,0,
2003,14-07-2011,2011-2012,2011-2012,AIE,RCPT,897572,11CCICMCA102093,11CCICMCA102093,Alumni,General,School of Computing Science & Engineering,MCA,School of Computing Science,MCA 2011-2012 III Sem VI,1367,Security Fee,0,10000,0,0,0,0,0,0,0,
2004,14-07-2011,2011-2012,2011-2012,AIE,RCPT,897579,11CCICMCA102092,11CCICMCA102092,Alumni,General,School of Computing Science & Engineering,MCA,School of Computing Science,MCA 2011-2012 III Sem VI,1330,TUITION FEE,0,49000,0,0,0,0,0,0,0,
